id,"name","department","alias","symptom","bodypart","prone_group","related_ill","definition","etiology","clinical_feature",search_index
4402,"胰腺分裂","消化内科","胰管融合异常","腹痛,慢性腹痛,腹部压痛","腹部","暂无","慢性胰腺炎,腹痛,胰腺癌","胰腺分裂pancreaticdivision，PD是一种胰腺在发育过程中主、副胰管完全未融合或仅为细的分支胰管的吻合为特征的先天畸形，又称为胰腺分隔、胰腺分离、胰管未融合、胰管融合异常等。由于胰液引流不畅而易导致胰腺炎。",NULL,NULL,0
4403,"气胀","消化内科","no","腹泻,腹膜炎,便秘,腹胀,盗汗,胃肠气胀,恶心,肠鸣,轻瘫","腹部","暂无","痧气,幽门梗阻,大肠埃希杆菌性,急性胃扩张,原发性小肠溃疡,腹膜炎,腹胀,脉溢,气痢,肺胀","气胀是肠道内存在大量气体的状态。胃肠气胀是由于多种原因引起的胃肠道不通畅或梗阻，胃肠道的气体不能随胃肠蠕动排出体外面积聚于胃肠道内称胃肠气胀。胃肠气胀可以是功能性的，也可以是器质性的。如肠道易激综合征、糖尿病引起的胃轻瘫使胃肠道气胀为功能性气胀。幽门梗阻、",NULL,NULL,0
4404,"肠间脓肿","普外科","肠间隙脓肿","腹膜炎,腹痛,紧张,高热,低热,腹部压痛,肠鸣,消瘦,衰弱","腹部","暂无","继发性腹膜炎,腹膜炎,腹痛,腹腔脓肿,肠梗阻,盆腔脓肿,阑尾炎,脓肿","肠间脓肿是指脓液被包围在肠管、肠系膜与网膜之间的脓肿。脓肿可能是单发的，也可能为多个大小不等的脓肿。如脓肿周围广泛粘连，可以发生不同程度的粘连性肠梗阻。病人出现化脓感染的症状，并有腹胀、腹痛、腹部压痛或扪及包块。",NULL,NULL,0
4405,"集聚肠杆菌感染","消化内科、传染科","成团肠杆菌感染","腹泻,谵妄,稽留热,革兰阴性杆菌感,弛张热,不规则热,食欲减退,肝脾肿大,细菌感染,畏寒","腹部","暂无","腹膜炎,败血症,肝炎,腹泻,心肌炎,休克,脓肿","集聚肠杆菌即成团泛菌是一群符合肠杆菌定义的产类胡萝卜素的黄色菌群，最早是从植物、种子、水果等中分离，此后在各种各样的环境中获得此菌群，这些菌株曾被划分为13属27种，有先后几十种名词用来描述此菌群，最多时达到56个名称。如植物病理学家所熟知的草生欧文菌E",NULL,NULL,0
4406,"痉挛性肠梗阻","普外科","no","便秘,腹痛,腹胀,呕吐,气过水声,腹肌紧张,腹痛伴恶心、呕,腹膜刺激征,粪样呕吐物,持续性肠绞痛","腹部","暂无","麻痹性肠梗阻,肠间脓肿,肠扭转,腹膜炎,肠套叠,腹痛,腹胀,结肠癌,直肠癌","肠壁肌肉因有痉挛性收缩而致肠内容物运行不畅称为痉挛性肠梗阻。Murphy首先对本病进行了描述，临床上极为少见，但确有存在。本病多见于神经质的女性，以中年人居多。",NULL,NULL,0
4407,"柏-查综合征","消化内科","肝静脉阻塞综合征","腹痛,腹水,黄疸,静脉血栓,肝脾肿大,肝静脉回流障碍,溃疡","腹部","暂无","腹水,胆囊-结肠肝曲,暴发性肝衰竭,腹痛,黄疸,肝动脉闭塞,静脉曲张,肝硬化","布加综合征由各种原因所致肝静脉和其开口以上段下腔静脉阻塞性病变引起的常伴有下腔静脉高压为特点的一种肝后门脉高压症。急性期病人有发热、右上腹痛、迅速出现大量腹腔积液、黄疸、肝大，肝区有触痛，少尿。本病以青年男性多见，男女之比约为1.2～2：1，年龄在2.",NULL,NULL,1
4408,"食积胃病","中医科","no","消化不良,便秘,腹胀,嗳腐,胃粘膜增粗,心胃的奇怪感觉,胃热疼痛,胃黏膜充血水肿,胃内有异物,食欲不振","腹部","暂无","小儿食积,消化不良,腹胀,胃病,虫积,积滞,便秘,口臭","小儿食积是小儿时期常见病与多发病，引起小儿食积的主要原因有饮食过量，超过小儿正常消化能力，久而久之形成食积;或过食油腻肥厚肉食品，壅滞脾胃之气，导致脾不运化，胃不受纳，以此演变为食积;或经常食用生冷食品，久而久之损伤脾胃之气，导致脾胃消化功能减弱;或饮食结",NULL,NULL,0
4409,"先天性肝囊肿","肝胆外科","no","黄疸,腹水,剧烈疼痛,上腹部疼痛,肝肿大,胆汁潴留,胀痛,内出血,门脉高压","腹部","暂无","腹水,细粒棘球蚴病,肝包虫囊肿,肝脏血管瘤,肝脓肿,黄疸,小儿先天性肝囊,先天性胆总管囊,腹部肿块","先天性肝囊肿是常见的临床肝脏良性疾病，隶属于先天性发育异常，临床上常将其分为多发性肝囊肿或多囊肝及单发性肝囊肿",NULL,NULL,0
4410,"大肠恶性淋巴瘤","消化内科、肿瘤科","no","便血,便秘,腹痛,腹水,腹部压痛,粪柱变形变细,大便习惯改变","腹部","暂无","腹水,便血,结肠黑变病,溃疡性结肠炎性,肠套叠,腹痛,肠梗阻,结肠息肉和息肉,胃肠道癌,腹泻","恶性淋巴瘤系起源于淋巴网状组织的一种恶性肿瘤。大肠恶性淋巴瘤包括原发于肠道的结外型淋巴瘤及其他部位的恶性淋巴瘤在病程中累及胃肠道的继发性病变，原发者起病隐匿，早期缺乏特异性，常因延误诊治而预后不良。好发于淋巴组织较丰",NULL,NULL,0
4411,"小肠结肠炎耶尔森菌肠炎","感染科","菌耶尔森氏菌病","腹泻,腹痛,关节积液,关节疼痛,毒血症,高热,白细胞增多,肝脾肿大,结节","腹部","暂无","急性阑尾炎,急性胃肠炎,阿米巴肝脓肿,腹痛,败血症,肝脓肿,黄疸,溶血性贫血,虹膜睫状体炎,脑膜炎","小肠结肠炎耶尔森菌肠炎是由小肠结肠炎耶尔森菌引起的一种人畜共患感染病。临床表现以急性胃肠炎、小肠结肠炎和败血症等类型为主。亦有急性阑尾炎、脑膜炎、多发性关节炎、猩红热型、黄疸型和淋巴细胞白血病等多种临床类型，部分病例有慢性倾向。",NULL,NULL,0
4412,"直肠损伤","肛肠科","no","腹痛,直肠危象,骨盆损伤,腹膜刺激征,血管伤,创伤","腹部","暂无","骨盆骨折,腹膜炎,腹痛,结直肠损伤,阴道上皮内瘤样,结肠直肠损伤,休克","由于直肠位置深在、隐蔽，又有骨盆的良好保护，很少损伤。一旦损伤由于直肠多呈空虚状态或虽有粪便也已成形，不易自穿孔处溢出，炎症进展较缓慢，症状隐匿，易被忽略。但伤处粪便的细菌种类多，密度大，可达1016/L，极易造成严重的腹腔内或直肠周围间隙感染，并发症多，",NULL,NULL,0
4413,"异物性食管穿孔","急诊科","no","肺部感染,吞咽困难,白细胞增多,皮下气肿,声门以上的损伤,吞咽痛,进食困难,持续性咳嗽","颈部","暂无","吞咽困难,食管穿孔,纵隔气肿,胃溃疡性穿孔,肺部感染,鼓膜穿孔,眼内异物,小肠异物,呼吸道异物","食管异物造成的食管穿孔可由异物的性质及存在的时间而发生不同的并发症，亦可在取出异物时发生。食管穿孔并不常见，但确是一种极其严重的疾病。如未尽早确诊并及时治疗，病死率较高。是最严重的胃肠道急症之一，据报道其病死率为10%～46%。发病年龄最常见50～70",NULL,NULL,0
4414,"小儿先天性直肠肛门畸形","肛肠科、儿外科","no","脱水,腹痛,腹胀,肛门直肠畸形,没有肛门,肛门畸形,直肠狭窄,排便困难,尿道瘘,粪样呕吐物","腹部","暂无","脱水,腹痛,先天性巨结肠,腹胀,直肠息肉,小儿直肠脱垂,先天性肛门直肠,直肠内套叠,直肠闭锁","先天性直肠肛门畸形是非常多见的消化道畸形，是后原肠尾端发育异常的一组疾病的总称。肛门直肠畸形的种类繁多，病理改变复杂，不仅肛门直肠本身发育缺陷，肛门周围肌肉-耻骨直肠肌、肛",NULL,NULL,0
4415,"老年人酒精性心脏病","心血管内科","老年酒精诱发性心肌病","心力衰竭,水肿,心律失常,心绞痛,心悸,多血质,疲劳,肝肿大,肝功能不全,心脏扩大","腹部","暂无","咳嗽,脚气病,动脉硬化,心肌病,末梢神经炎,肺气肿,心律失常,心绞痛,高血压,冠心病","早在1884年，Bollinger在尸检中发现长期大量饮用啤酒者心脏明显扩大，称其为慕尼黑啤酒心脏。20世纪以来，大量临床和动物试验证明，长期过度饮酒可以引起以心脏排血量降低为特征的心肌病。1985年以来，许多学者又提倡采用酒精性心脏病alcoholic",NULL,NULL,0
4416,"热秘","中医科","no","便秘,腹胀,尿赤,习惯性便秘,腹部压痛,口舌生疮,口干,红赤面","腹部","暂无","小儿便秘,脾约,风秘,腹胀,胎粪性便秘,气秘,便秘,口臭","热秘是指由于胃肠积热，即燥热内结，耗伤津液，使大肠传导失润，大便干结而引起的便秘。热秘好发于素体阳盛，嗜酒、喜食辛辣食物，或热病之后的人。",NULL,NULL,0
4417,"结肠过敏症","消化内科","结肠功能紊乱","腹泻,便秘,腹痛,黏液便,肠鸣","腹部","暂无","吸收不良综合征,阿米巴结肠炎,腹痛,消化性溃疡,肠结核,结肠类癌,腹泻,结肠炎,便秘","结肠过敏症是临床上常见的一种肠道功能性疾病，以肠道壁无器质性病变、肠功能紊乱为特点，由肠道敏感痉挛而表现出一系列的症状。有人称本病为结肠功能紊乱、粘液性结肠炎、过敏性结肠炎、痉挛性结肠炎、过敏性结肠综合征、激惹性肠综合征、肠应激综合征、肠道易激综合征",NULL,NULL,0
4418,"湄公血吸虫病","消化内科、传染科","no","腹水,肝脾肿大","腹部","暂无","腹水,急性阑尾炎,阿米巴肝脓肿,腹膜炎,肝脓肿,肝性脑病,肝纤维化,结肠癌,静脉曲张,肝硬化","湄公血吸虫病于1950年在泰国南部首先发现。本病在老挝湄公河的江岛流行。1978年才正式命名为湄公血吸虫病。",NULL,NULL,0
4419,"肠瘘","消化内科","no","腹泻,腹痛,腹胀,低蛋白血症,高热,腹腔感染,腹部伤口流出粪,消瘦","腹部","暂无","食管穿孔,缺血性结肠炎,肠粘连,腹痛,腹胀,结肠癌,细菌性痢疾,克罗恩病,溃疡性结肠炎,腹泻","肠瘘是指肠管之间、肠管与其他脏器或者体外出现病理性通道，造成肠内容物流出肠腔，引起感染、体液丢失、营养不良和器官功能障碍等一系列病理生理改变。肠瘘可分为内瘘和外瘘两类。",NULL,NULL,0
4420,"颈部火器性异物","普外科","no","昏迷,窒息,口咽异物,创伤","颈部","暂无","昏迷,败血症,瘫痪,休克,脓肿","火器性异物多发生于战争或枪战中的盲管伤，80%以上为弹片，少数为枪弹。伤后早期患者可有出血、休克和窒息。异物周围组织可发生炎症改变，亦可伤口不愈，形成脓肿或窦道。因部分异物移动或压迫还可致周围器官的损伤和坏死。因",NULL,NULL,0
4421,"急性出血坏死型胰腺炎","消化内科","no","高热,皮下脂肪坏死,移动性浊音,上腹部疼痛,上腹部包块,脐周围褪色,腹痛伴休克,腹部压痛,肠鸣,血性渗液","腹部","暂无","急性胆源性胰腺,急性胆囊炎,急性出血坏死型,急性心肌梗死,急性胃肠炎,胆结石,肠梗阻,腹部肿块","急性出血坏死型胰腺炎是急性胰腺炎的一种类型，系由急性水肿型胰腺炎病变继续发展所致。胰腺腺泡、脂肪、血管大片坏死，胰腺组织水肿，体积增大，广泛性出血坏死。腹膜后间隙大量血性渗出液。网膜、系膜组织被渗出的胰酶所消化。此型胰腺炎病情笃重，且发展急剧，并发症多，死",NULL,NULL,0
4422,"胃损伤","消化内科","no","腹痛,腹胀,移动性浊音,胃粘膜损伤,肝浊音界缩小或,腹膜刺激征,肠鸣,皮下气肿,呼吸困难","腹部","暂无","食管损伤,肝损伤,直肠损伤,胰腺损伤,腹痛,腹胀,气胸,肺损伤,小肠系膜损伤,小肠损伤","具有一定强度的各种致伤因素都可以引起胃损伤。然而，由于胃在腹腔内处于受保护的解剖位置，并能在腹腔中一定范围内移动，所以因外界暴力而致伤的机会不多。如受伤，亦常伴有腹腔内其他脏器的损伤。胃镜检查及吞入锐利异物也可引起穿孔，但较少见。胃损伤的直接后果是胃瘘，虽",NULL,NULL,0
4423,"伤食泄泻","中医科","no","腹泻,腹痛,腹胀,嗳腐,食欲不振,肠鸣","腹部","暂无","脾虚泄泻,寒湿泄泻,腹痛,腹胀,经行泄水,五更泄,久泄,腹泻,产后三急","伤食，病证名。因饮食不当损伤脾胃所致病证。伤食泄泻则是指逢年过节，常会因贪吃而伤食，伤食会导致出现腹泻，中医称之为伤食泄泻。",NULL,NULL,0
4424,"小儿肝素-血小板减少-血栓形成综合征","血液科、儿内科","小儿肝素","血小板减少,微血栓形成,静脉栓塞,冠状动脉栓塞,血管内凝血,出血倾向","腹部","暂无","小儿肺栓塞,小儿肺动脉高压,血小板减少性紫,肺栓塞,肺动脉高压,血小板减少症,血栓形成,心肌梗死","肝素-血小板减少-血栓形成综合征heparin-thrombocytopenia-thrombo-genesi，近年来肝素在临床的应用逐渐普及，其适应证也在增加，然而在应用肝素后大约有2%～30%可引起血小板减少或血小板减少伴血",NULL,NULL,0
4425,"小肠系膜损伤","普外科","小肠及其系膜损伤","腹膜炎,下腹痛,腹部压痛,内出血","腹部","暂无","十二指肠损伤,腹膜炎,腹部大血管损伤,肾脏损伤,结肠直肠损伤,胃损伤,小肠损伤,休克","小肠及其系膜在腹腔内所占体积大、分布广、又缺乏坚强的保护，易受损伤，约占腹部脏器伤的1/4，战时居腹内脏器伤之首位。",NULL,NULL,0
4426,"萎缩性胃炎","内科","no","上消化道出血,便秘,恶性贫血,不典型增生,嗳气,胃慢性出血,假性幽门化生,恶心,胆汁返流,舌炎","腹部","暂无","小儿幽门螺杆菌,上消化道出血,急性腐蚀性胃炎,胃脂肪瘤,胃纳呆滞,小儿选择性免疫,腹泻,便秘","萎缩性胃炎也称慢性萎缩性胃炎，以胃黏膜上皮和腺体萎缩，数目减少，胃黏膜变薄，黏膜基层增厚，或伴幽门腺化生和肠腺化生，或有不典型增生为特征的慢性消化系统疾病。常表现为上腹部隐痛、胀满、嗳气，食欲不振，或消瘦、贫血等，无特异性。是一种多致病因素性疾病及癌前病变",NULL,NULL,1532
4427,"特发性非硬化性门脉高压综合征","消化内科","肝内型窦前阻塞性门脉高压症","上消化道出血,昏迷,黄疸,腹水,脾肿大,反复呕血,门脉高压","腹部","暂无","腹水,便血,昏迷,上消化道出血,多囊肾,黄疸,肝纤维化,门静脉血栓形成,静脉血栓形成,血栓形成","特发性非硬化性门脉高压综合征又名肝内型窦前阻塞性门脉高压症。门静脉血栓形成、门静脉狭窄等因素是引起本病的重要原因。临床表现为反复呕血及黑便，无肝脏失代偿期的表现。无出血者采取保守治疗;对需手术者，可采用脾切除加脾肾静脉吻合术。",NULL,NULL,0
4428,"网膜囊肿","普外科","no","腹膜炎,腹痛,腹胀,腹水,高热,低热,移动性浊音,腹膜刺激征,恶心,肠鸣","腹部","暂无","腹水,腹膜后间隙出血,复发性腹膜后肿,大网膜扭转,大网膜肿瘤,腹痛,腹胀,大网膜粘连综合,网膜炎","网膜囊肿是罕见病，仅占网膜疾病的5%左右，其发病率远较肠系膜囊肿为低，二者之比约为1∶5。大网膜囊肿位于网膜的两层膜之间，分为真性囊肿和假性囊肿，前者多是由于先天的异位淋巴组织异常发育或淋巴管梗阻所致，其囊壁薄，壁内被覆单层内皮",NULL,NULL,1
4429,"蓝氏贾第鞭毛虫病","感染科","no","腹泻,腹痛,腹胀,厌食","腹部","暂无","厌食,吸收不良综合征,等孢球虫病,贾第虫病,二糖酶缺乏症,腹痛,营养不良,腹胀,小儿贾第虫病,腹泻","人体感染贾第虫后出现以腹泻为主的吸收不良综合征，腹泻呈水样粪便，量大、恶息、无脓血。儿童患者可由于腹泻，引起贫血等营养不良，导致生长滞缓的疾病。若不及时治疗，多发展为慢性，表现为周期性稀便，反复发作，大便甚臭，病程可长达数年。",NULL,NULL,0
4430,"腹型偏头痛综合征","神经内科","no","偏头痛,腹痛,皮肤苍白,恶心,疲乏,寒战,牵涉性头痛,儿童头痛,电击样痛或刺痛,单侧头痛","腹部","暂无","良性阵发性腹膜,腹痛,恶性脑膜瘤,原发性腹膜炎,脑膜炎,腹泻,头痛,偏头痛","腹型偏头痛综合征是一种少见的头痛类型。常有偏头痛的家族史。",NULL,NULL,1
4431,"非酒精性脂肪肝病","消化内科","非酒精性脂肪性肝病","消化不良,肝豆状核变性,肝脾肿大,内脏性肥胖,脂肪浸润,乏力","腹部","暂无","胆汁性肝硬化,酒精性脂肪肝,消化不良,肝豆状核变性,肝纤维化,妊娠期急性脂肪,高血压","非酒精性脂肪性肝病是指除外酒精和其他明确的损肝因素所致的，以弥漫性肝细胞大泡性脂肪变为主要特征的I陆床病理综合征，包括单纯性脂肪肝以及由其演变的脂肪性肝炎和肝硬化。",NULL,NULL,17
4432,"小儿糖原贮积病Ⅵ型","内分泌科","小儿糖原累积病Ⅵ型","转氨酶增高,肝脏肿大,生长缓慢,空腹低血糖","腹部","暂无","小儿糖原贮积病,小儿糖原贮积病,小儿糖原贮积病,血脂异常,低血糖,高脂血症,糖原贮积病,糖原贮积病Ⅰ型,肝大","糖原贮积病ⅥGSD-Ⅵ系因肝磷酸化酶缺陷所造成，较罕见。患儿多在幼儿期即呈现肝大和生长迟缓，无心脏和骨骼肌受累症状;低糖血症、高脂血症和酮体增高程度均较轻。随着年龄增长，肝大和生长滞后情况也逐渐好转，且常在青春发育期消失。多数患儿无须治疗，为防止发生低",NULL,NULL,0
4433,"新生儿肺气漏","新生儿科","no","心包填塞,皮下气肿,呼吸困难,CO2潴留,血压下降","腹部","暂无","小儿急性呼吸窘,小儿肺动脉高压,气胸,新生儿呼吸窘迫,小儿气胸","新生儿肺气漏是由于各种原因使得肺泡中的气体漏入胸腔。空气漏出的类型取决于气体从正常肺部漏出的部位，包括肺间质气肿、纵隔气肿、气胸和皮下气肿。临床上显著的肺气漏常易发生在有肺部实质性病变时。主要由于肺顺应性差，需要较高的压力扩张肺泡如用呼吸机的呼吸窘迫综合征",NULL,NULL,0
4434,"钩虫病","感染科","黄胖病","腹泻,耳鸣,消化不良,腹痛,干咳,点状出血,腹部不适,恶心,痰检或可找到丝,眼花","腹部","暂无","毛圆线虫病,钩虫性十二指肠,鞭虫病,腹痛,耳鸣,溶血过度所致贫,十二指肠溃疡,腹泻","钩虫病是由钩虫寄生人体小肠所引起的疾病。临床上以贫血、营养不良、胃肠功能失调为主要表现，重者可致发育障碍及心功能不全。寄生于人体的钩虫主要为十二指肠钩口线虫或美洲板口线虫。偶可寄生人体的还有锡兰钩口线虫和犬钩口线虫等。巴西钩口线虫的感染期幼虫虽可侵入人体，",NULL,NULL,230
4435,"尼曼－匹克氏病","神经内科","鞘磷脂沉积病","黄疸,智力减低,语言发育迟缓,SM累积量升高,细胞酶活性异常,皮肤干燥呈腊黄,婴儿喂养困难,食欲不振,进食呕吐,肝脾肿大","腹部","暂无","小儿良性先天性,神经节苷脂沉积,粘多糖沉积病","尼曼-匹克氏病Niemaoh-Pickdisease简称NPD又称鞘磷脂沉积病，家族性类脂质代谢障碍性疾病。其特点是全单核巨噬细胞和神经系统有大量的含有神经鞘磷脂的泡沫细胞。较高雪氏病少见。为常染色",NULL,NULL,0
4436,"妊娠合并肠梗阻","产科、普外科","no","急腹症,腹痛,腹胀,排气障碍,阵发性肠绞痛,羊水过多,气过水声,腹膜刺激征,反射性呕吐,恶心","腹部","暂无","急性阑尾炎,急腹症,胆石症,早产,腹痛,腹胀,胎盘早剥,卵巢囊肿","妊娠期肠梗阻较罕见，发病率为0.018%~0.16%。妊娠期肠梗阻对母儿来说是一严重并发症，肠梗阻不但可引起肠管本身解剖与功能的改变，还可导致全身性生理上的紊乱。由于妊娠期子宫增大，肠梗阻容易发生诊断和手术延误,从而导致孕产妇及围生儿死亡率的增加。孕产妇死",NULL,NULL,1
4437,"十二指肠壅积症","消化内科","no","呃逆,恶心,肠壅积,消瘦","腹部","暂无","脱水,急性胃扩张,呃逆,营养不良,消化性溃疡,肠梗阻,胃肠食物不耐受,胃肠积液,胃肠道功能紊乱,黑色素斑-胃肠","十二指肠淤积症即十二指肠壅积症是指各种原因引起的十二指肠阻塞，以致十二指肠阻塞部位的近端扩张、食糜壅积而产生的临床综合征。主要为上腹部疼痛和饱胀症状，多在进食过程中或进食后发生，恶心、呕吐胆汁样物，有时因上腹饱胀而自行设法呕吐以缓解症状。",NULL,NULL,0
4438,"老年急性阑尾炎","普外科","阑尾炎","腹痛,腹胀,阑尾壁缺血坏死,阑尾组织纤维化,恶心,溃疡,发炎,反应迟钝","腹部","暂无","腹膜转移癌,阑尾寄生虫病,结核性腹膜炎,腹膜炎,腹痛,腹胀,肠梗阻,脓肿","老年人急性阑尾炎随着我国人口老龄化的进展，发病率有增加趋势。据天津市综合医院估计60岁以上的患者约占全部急性阑尾炎的3%～4%。死亡率也随年龄增长而增加，为5%～20%。",NULL,NULL,9
4439,"下消化道出血","消化内科","no","便血,腹痛,腹胀,毒血症,鼻衄,血缺氧,低热,胃肠道出血,憩室出血,反复出血","腹部","暂无","胰腺脓肿,便血,上消化道出血,结肠血管畸形,结肠憩室病,肠道血管畸形,腹痛,腹胀,溃疡性结肠炎,消化道出血","下消化道出血是指距十二指肠悬韧带50cm以下的肠段，包括空肠、回肠、结肠以及直肠病变引起的出血，习惯上不包括痔、肛裂引起的出血在内，其临床表现以便血为主，轻者仅呈粪便潜血或黑粪，出血量大则排出鲜血便，重者出现休克。",NULL,NULL,0
4440,"胆石","消化内科、肝胆外科","胆石病","消化不良,黄疸,胆道梗阻,高热,嗳气,早饱,右上腹痛,腹肌紧张,腹部压痛,恶心与呕吐","腹部","暂无","中满,腹痛,胎毒,胆囊结石,黄疸,血疸,胰石病,胁痛,胆胀","胆石为胆道内形成的结石。胆汁中的溶解成分由于某种原因变为非溶解性，形成结晶或沉淀析出而成结石。根据其主要成分可分为胆固醇石、胆色素石和以其他成分为主的少见型结石三大类。胆石的形成原因有代谢异常、胆汁淤滞、胆道炎等。胆固醇和胆色素本不溶",NULL,NULL,0
4441,"阿米巴结肠炎","消化内科","no","腹泻,腹痛,粘液便,稀便,黏液便,横结肠息肉,肠粘膜有坏死溃,息肉,肉芽肿","腹部","暂无","急性胃肠炎,血吸虫病,腹痛,结肠癌,小儿细菌性痢疾,腹泻","阿米巴肠病是由于溶组织阿米巴痢疾阿米巴寄生于结肠内，引起阿米巴痢疾或阿米巴结肠炎。痢疾阿米巴也是根足虫纲中最重要的致病种类，在一定条件下，并可扩延至肝、肺、脑、泌尿生殖系和其他部位，形成溃疡和脓肿。",NULL,NULL,0
4442,"阿尔茨海默病性痴呆","神经内科","阿尔采末病性痴呆","肌肉萎缩,面容失认,焦虑,目光呆滞,精神障碍,烦躁不安,被窃或疑病妄想,暴怒,大小便失禁,沮丧","下肢","暂无","帕金森病,血管性痴呆,麻痹性痴呆,皮克病,老年人正常压力","阿尔茨海默病性痴呆dementiainAlzheimer’sdisease是一种起病隐袭的进行性发展的神经系统退行性疾病。临床上以记忆障碍、失语、失用、失认、视空间技能损害、执行功能障碍以及人格和行为改变等全面性痴呆表现为特征，病因迄今未明。",NULL,NULL,0
4443,"小儿阿姆斯特丹型侏儒","儿内科","小儿浓眉","斜视,肢体短缩畸形,皮肤花斑样,发绀,指甲很短,口唇苍白,中度精神发育迟,癫痫和癫痫样发,面部多毛,短头畸形","下肢","暂无","斜视,垂体性矮小病,小儿不对称身材,小儿先天性侏儒,矮小症,癫痫","阿姆斯特丹型侏儒即deLangeⅠ综合征，又名Amsterdam综合征、Brachmann-deLange综合征、CorneliadeLangeⅠ综合征等，为先天性异常性疾病，主要发育障碍，多发性畸形，脑发育异常、胃肠道异常等",NULL,NULL,0
4444,"小儿其他沙门菌感染","儿内科、感染科","小儿非伤寒沙门菌感染","惊厥,脱水,蜂窝组织炎,啰音,嗜睡,呕吐,水样便,黏液便,肝脾肿大,恶心","腹部","暂无","含亚硝酸盐类植,脱水,副溶血性弧菌食,葡萄球菌性食物,麻痹性肠梗阻,神经型食物中毒,变形杆菌食物中,咳嗽,低钠血症,葡萄球菌食物中","小儿其他沙门菌感染是指伤寒、副伤寒甲、乙、丙以外的沙门菌感染，亦称非伤寒沙门菌感染。其临床表现复杂多样。1885年Salmon和Smith首次发现猪霍乱沙门菌，从此揭开了研究沙门菌的序幕。沙门菌是人畜共患菌型繁多的肠道致病菌。据WHO沙门菌中心1983年发",NULL,NULL,0
4445,"老年静脉血栓症","心血管内科","no","面部半球形蓝黑,皮肤温度升高,静脉血栓,皮肤含铁血黄素,皮肤苍白,发绀,小腿发胀,下腔静脉血栓形,疼痛性股白肿,皮下组织水肿","下肢","暂无","急性淋巴管炎,下肢深静脉血栓,静脉炎,肺栓塞,血栓性静脉炎,静脉血栓形成,血栓形成,静脉曲张","静脉血栓症有两种：一是血栓性静脉炎，它是指炎症为首发而血栓形成是继发的。另一个是静脉血栓形成，它是指血栓形成为首发现象，静脉壁的炎症过程是继发的。但以下肢深静脉血栓形成最常见占57%。老年人不仅发病率高，而且易产生致命性肺栓塞，值得重视。",NULL,NULL,0
4446,"包涵体肌炎","心血管内科","no","吞咽困难,肩关节活动受限","下肢","暂无","吞咽困难,多发性肌炎","包涵体肌炎是一种特发性炎症性肌病特殊类型。其主要病理特点是肌浆或肌核内有管状细丝包涵体。包涵体肌炎起病隐匿，缓慢进展，首发症状约70%为下肢近端无力，也可为下肢远端、上肢或四肢均匀无力起病。肌无力可对称或不对称，随着病情进展，远端肌无力可达50%，但仅有",NULL,NULL,27
4447,"良性阵发性腹膜炎综合征","消化内科","家族性地中海热综合征","腹痛,腹胀,腹水,非对称性关节痛,低热,腹部压痛,胸痛","腹部","暂无","腹水,淀粉样变性,家族性地中海热,急性腹膜炎,腹膜炎,腹痛,腹胀,腹膜后纤维化,多发性神经炎","良性阵发性腹膜炎综合征也称家族性地中海热综合征，遗传性家族性淀粉样变性，Seigal-Cattan",NULL,NULL,0
4448,"半乳糖血症","消化内科","no","腹泻,蛋白尿,腹胀,黄疸,先天性乳糖酶缺,乳糖耐受不良,先天性乳糖不耐,恶心,发音障碍,颅压增高","腹部","暂无","蛋白尿,低血糖,甘露糖苷贮积症,I型糖尿病,暴发性肝炎样综,半乳糖血症,腹胀,黄疸,粘多糖沉积病,糖尿病合并低血","半乳糖血症为血半乳糖增高的中毒性临床代谢综合征。半乳糖代谢中有3种相关酶中的任何一种酶先天性缺陷均可致半乳糖血症：①半乳糖-1-磷酸尿苷酰转移酶Gal-1-PUT缺陷：此为经典的半乳糖血症，较为常见;②半乳糖激酶缺陷：较为罕",NULL,NULL,213
4449,"网膜扭转","普外科","no","腹痛,腹胀,腹水,低热,移动性浊音,腹膜刺激征,腹部压痛,恶心","腹部","暂无","卵巢囊肿蒂扭转,腹水,急性阑尾炎,肠扭转,胆石症,腹外疝,腹痛,腹胀,急性胰腺炎,十二指肠溃疡","网膜扭转分原发型和继发型。原发型扭转是网膜在腹腔内无明显病变而自发扭转，可能与网膜边缘不固定能自由活动有关。",NULL,NULL,0
4450,"下肢深静脉血栓形成","血管外科","no","湿性坏疽,皮温降低,静脉血栓,高热,皮肤苍白,下肢水肿,下腔静脉血栓形,疼痛性股青肿,腓肠肌压痛,胀痛","下肢","暂无","单纯性下肢静脉,老年静脉血栓症,先天性动静脉瘘,布卡综合症,髂静脉压迫综合,淋巴水肿,原发性下肢静脉,骨折,静脉曲张","深静脉血栓形成是指血液在深静脉不正常的凝结，好发于下肢。在欧美是一种比较常见的疾病，在我国也呈逐年上升的趋势。本病在急性阶段不能得到及时诊断和处理，一些血栓可能会脱落，造成患者的肺、脑等重要脏器的栓塞而导致死亡。另一些患者不能幸免慢性血栓形成后遗症的发生，",NULL,NULL,0
